1 1
6 463807257 -237873108
4 -410516930 -795180222
3 -463754835 729554128
5 403199997 472876395
9 -731404334 48135125
7 -891756365 657702472
4 204379456 797478339
1 139926787 -492105767
4 156754566 -838935983
1 -265654819 -445887333
6 -840592492 329515304
2 142762318 -683632574
8 226929615 116189795
9 340275147 730732643
8 -938901515 -183679021
6 341671268 -595662952
1 -42951717 -151646257
5 526914332 -29609951
3 386388660 876913390
2 310159153 597713619
4 991316746 914066021
6 62855955 981380871
1 -256149325 477257515
6 626543446 692843922
2 -545121749 975262148
4 -553824503 844904316
6 -671264220 474670341
6 191720856 994934003
0 473059538 -149563000
5 885323376 -273630269
5 255538760 969844893
6 -171562302 -3947345
1 -69706274 687415682
3 -313607869 -677093166
2 -455205793 257323073
7 799496999 -418744341
1 -166010036 -621453027
3 -714413697 -171486834
6 -361646971 -800279142
4 -847303002 -657530996
6 89479545 755462980
2 521009958 57359523
4 792663809 404071341
4 -34001146 835339147
0 -170118434 -904135296
8 812718507 -636978489
6 -674281758 529145804
7 622055045 -715803875
6 532844120 -782498090
5 495463006 -850526249
6 878266687 517375637
5 44147419 -840166923
1 297654583 768265066
5 -737994583 -657269490
6 -933143866 381961681
7 916317515 -325071084
6 -181389732 481036900
0 -452799994 134311144
8 -768220189 -152213681
3 292047943 -689720048
1 -161488097 190190405
3 155160381 -382900094
5 59586279 48543699
0 -691521576 -294388283
7 526198843 -227845185
5 -576589554 -598260474
9 -261387588 917566683
0 575014648 -831372803
0 -183829841 -359284939
0 -975221215 91557106
7 311653811 205379842
6 -541377073 756211805
4 -591067144 -375111074
2 -286847808 -456742241
7 -263286064 -916942036
1 137278535 -811709692
6 -608894448 -560601869
3 482073350 826975353
2 791011135 749858153
6 -24086897 819665516
7 -952682140 701081213
2 656114696 -521131189
6 610206197 728188274
8 -634027601 -969439500
0 732739171 -357090962
3 956843290 -234680250
6 -762842338 -659320924
8 168112861 -425917250
3 371092348 928049176
1 -761044801 96261621
4 -258526446 938412891
7 -119214427 -387198957
6 -122473221 -385952283
2 -191773880 -771356956
7 817725463 517846640
1 -840647619 -600442124
7 506792663 -426581057
4 960273437 567410212
6 290253264 603197103
8 303501794 388463059
6 -707917086 485680817
7 916493366 -131165449
9 -840246680 -668980175
1 917350303 373764436
7 22400927 -35434586
0 827321930 -758956586
2 184633948 575855349
8 437203484 -84368023
7 129728941 839147761
5 -393581868 -922559328
1 466442662 -30983674
1 7891791 595257589
3 -916927846 -193641761
4 757389503 754070380
1 509271792 -932092110
5 347600573 -70781704
3 915709566 317962927
4 16875806 726792200
8 128760958 841680435
0 -242833129 552928881
4 -285510076 -373326504
8 -681738442 389194068
9 879832929 -784681367
5 81450408 892997265
6 531481263 -621451335
7 566746122 35272624
9 -203693530 384859970
9 184203782 -843086293
0 147244040 274871259
3 760137617 -725683820
9 839197140 968567853
7 -897490502 -176023449
6 868082165 915784337
6 543383191 568166711
8 233390274 -832935253
3 -555235682 729130914
9 -489618875 863879964
7 -509993493 -520610612
1 -684221423 165916957
4 -416144487 511740924
2 844231991 18207597
9 -359218265 378454323
6 974594474 776920163
5 -178107486 399508232
8 -125580797 292495702
1 83832017 439180687
8 -127982882 -456454194
3 192108921 -649514292
6 -624496538 969104900
2 -976897243 -499096363
1 -655198373 134507164
4 -976417424 844307936
5 580960499 -159598796
7 -616352134 -160217031
2 -949249992 -218823632
5 -276876648 441848197
7 -997103281 823811031
0 -839386974 625069811
5 -315947466 -979004530
9 -638791936 304672342
5 -866729129 702085472
0 -968081888 -134891696
8 87892868 -979928269
6 782124474 343477479
3 297988838 -366377177
6 -524195264 239698131
6 -762608368 -341399332
0 -336586017 -892278316
7 -666628672 -732764791
1 -265520043 294608447
2 -178451290 -769299597
0 -739989768 725707083
2 110690635 -709629057
2 326045567 46645972
5 -765207663 325535951
8 210378444 -421910438
6 -242072866 428405132
6 607426615 -166357094
4 802378062 -584673761
2 -453455783 -747388571
5 698162431 -867412250
3 -144871728 429412177
7 194000643 957667782
5 -735689640 -341711374
8 -737120185 903576862
4 -612766421 -421500795
3 692686147 -478930140
1 503146392 -777800129
5 -934095025 500052820
8 33713898 817755778
1 -430907157 914756712
2 -986341484 -276512176
5 -738540473 -48103666
8 -845539283 778835862
3 -997415342 732150839
0 493387254 111278465
2 220063574 575479521
9 48386515 -67014386
9 548434927 -63956884
0 -640684528 -408851460
9 361968241 -686451462
1 527923105 352339697
5 -246621577 541885479
6 654078403 144770003
2 -575691233 -359779573
2 414015085 515610695
0 -759412352 -234949571
9 -738222791 -683688462
2 -404531468 -133686470
4 598366876 -429956493
8 -323284144 288108327
8 -149633279 201207241
7 775132821 647970558
7 88941990 294484463
4 312053343 569305510
1 -102744038 151673185
4 -6494536 -35323007
9 626266567 50507700
9 -281636622 452225501
2 -546985866 314715265
5 735483587 235270348
3 991942945 230127968
0 825297048 -155825149
8 -619658964 239374702
1 -950052975 -174932264
1 -156899624 -787037031
3 -614341339 510527905
7 -814652167 912170417
3 905620030 -58735557
6 338334812 -372746810
5 -114533060 373061040
2 -389664545 -123555794
0 758075455 353155050
7 362794144 441888098
1 -895219278 708446813
9 191533733 -657929055
3 -628164479 -672453741
0 39982713 441013681
5 -606162701 -949555722
9 -845530178 805003273
4 227829114 463741599
2 -617593057 925811958
0 -81594312 -46496010
6 216598983 551504253
9 677577640 -955280410
1 -311862224 412505889
8 -124693318 38066112
6 588286773 615594972
6 -303058638 -590346334
6 -589987650 -207739644
6 -747134975 474291544
4 -709436226 -144439682
1 -363302408 263164310
2 -83644642 -884586674
0 181395186 -513555090
1 209656323 731353885
0 -98036494 -717881057
3 -834360217 -103465199
4 -486214279 140722256
3 -339239844 663672947
5 -145226927 -357024995
1 516034303 17244235
1 97130563 513524081
6 490817899 -82443036
9 -171975636 954189993
1 493478138 -494364750
7 552185278 615749954
2 785562219 983193091
2 -115995683 836208752
4 -942197938 -397427209
0 964520939 50079554
0 -992687684 665404412
7 -542474649 86701081
8 -712973196 560267582
4 -563009981 -842671753
5 604509056 -613679746
0 -791302969 807698220
3 259861874 825686590
5 -561977143 -76003160
8 365407215 618804722
1 632788565 -128593015
5 -834328837 -371571006
6 954574322 782405489
5 -731059229 678791220
6 -938801366 -550870728
9 948694611 505509410
8 -128019803 -694293984
5 773421659 -636583467
0 264458636 757230576
3 530586679 -350245262
2 -794677406 924766370
8 -247833261 249247640
7 587951980 -488746711
3 -387430141 -11440606
6 37505636 -564282374
7 681247941 -96233208
4 -201847400 792035257
3 721193161 865772196
6 75458774 -975441657
5 -385647087 202632988
8 772761792 361974971
9 904402238 -476959836
4 12595612 -21242210
5 824397282 993621563
2 -360876076 221530989
6 -841690525 -956416214
7 747197413 469060519
6 -349957676 -502417909
6 -637895539 -610225417
4 33553608 180550350
4 -740669268 678755185
4 -871232718 -483455717
4 599224773 -653381793
0 613858306 -66719628
8 -164905071 636239564
0 -731063619 129373873
7 482437529 192490515
8 789665874 -49227377
6 701484798 942789855
2 377834991 -691894514
7 166961866 967764513
8 675831261 -315753799
6 320167677 179932326
0 163135988 -343091981
5 -193630262 -238519170
1 -975637702 -894265011
3 -500756561 279188450
8 214321784 197165946
4 860387283 -735075829
7 869720131 -427005696
8 621687891 -279026534
5 -358084684 230598720
9 -944087966 925387538
1 -720018532 682099898
3 -275274183 -677116411
9 162515260 986741278
6 341132852 -289337076
3 250509221 -244467412
3 -844219354 394285224
7 541870020 488521839
2 315666880 88862601
3 47590853 -399326718
9 -606958185 418390423
8 -257211724 -137276105
6 626685693 677444161
3 618614024 -490524122
0 -608023122 981455380
7 149705573 250030512
9 -913335339 509908559
0 888695903 -583593282
7 187711845 903741415
3 -34770056 -171024219
6 207232870 812060844
4 -96613575 -682484585
9 -365541151 -227521681
8 902314434 -401992500
7 38086971 320491300
9 -59600273 -914476042
1 -85535309 -366485473
9 79423815 -470599230
1 888154494 -735595176
3 -898962321 -392850347
0 -183609061 -583199510
9 -707353158 201333499
5 803885155 -492402794
1 491096305 106584029
6 -963523756 666746855
5 -164773438 776898266
2 65748306 -495962677
2 -974655893 -839427285
0 -873837372 556658484
7 878298383 -447935883
7 822929361 -803089896
6 -948382438 870146797
6 -70125524 -935597939
3 -224749390 827060903
3 654807583 -493554733
3 -30544527 -744962278
2 668489041 205742
2 -119034024 -730185528
0 -436879600 -941617467
2 -455506083 -564375750
7 -671696201 -616570205
3 547799598 22644874
0 17657936 -933418665
2 633854096 -160735742
2 132069122 645301350
5 -380851569 651337539
0 -163857898 -570447907
9 55325647 186601025
6 821087922 -241702310
1 -451563664 394280757
9 646060726 -183300750
4 984200630 -739119800
3 -530397312 532379077
8 205305323 832110966
6 -461393496 -174389410
3 793071052 224492149
2 598810821 -38586208
7 -819044221 -804246400
4 -165552552 686450812
7 941871537 289357311
1 -734908459 -244884231
1 393234433 699386758
0 -737336526 -451728775
9 -990351997 3557564
0 429900957 620042950
0 988207773 -375081082
8 137268523 942128894
4 824785491 -165452070
8 338772895 200428905
5 -936984320 -462650704
5 -185687678 385946139
0 494322487 -661181619
2 -669447809 227550020
4 900623125 -24460187
3 11364630 730059899
8 307195520 -415948841
1 465123778 1184761
8 946735095 -749719442
4 -715524370 629411494
1 671674155 -276189614
6 184462996 827848861
4 -196344878 317082568
6 -786967067 74911314
3 787540529 75754316
2 -153375589 -995105752
2 -416939734 -56719404
4 -569555430 -328263371
0 106520573 -478472920
0 -593779846 448581753
7 621612402 415611833
5 784442937 -661675838
2 884126500 -92172878
1 612737008 951618007
3 -15558233 -45245522
4 -649419276 -759515652
2 940578167 890855309
9 -797557114 -548986033
1 -857786376 -397502858
1 621896503 305086815
3 -246858684 -463166096
4 -329796702 -334566394
1 17970664 674443598
7 817067094 -263896688
3 314804216 -794913287
2 202354210 831226377
1 579779647 -268405770
0 756398342 -348271500
3 931245967 -637263058
3 -198852281 -999399518
6 -866782814 -557895302
7 81874900 -472648411
3 -324934835 -341891624
5 -798004863 288410511
5 -309187139 -277043928
9 -682944994 292463205
8 -286276263 -922959354
1 677656732 779283564
9 47737675 -197090393
9 674281354 320370352
3 -85210081 231994225
2 -518344878 769036329
3 -494108984 -215662135
0 745469279 703045668
0 309977230 198894878
4 -833104068 -104857380
6 -472840054 780034437
3 -915614163 31717670
0 718726434 -994861300
1 586739354 -549022365
3 253966356 676509512
2 820230845 228248458
1 258045237 -17016926
1 500534397 -741989417
6 -933128911 -515503377
9 180573928 -827410109
6 -692229389 -544467675
8 -432486379 583648231
4 211300476 387434704
9 -193263090 -988485856
0 155117480 -607202901
7 -435226197 -739672069
4 -826040715 335222787
8 -494337488 -975313223
0 608067747 234607694
4 -241607866 105345645
5 586958150 82686293
1 926183657 174195901
6 533903415 -391880436
1 2930460 -412846771
1 232191443 333726645
0 -215970105 -710797374
9 -495995170 -391502381
1 -627994303 359073546
3 940564596 -540127306
3 982109974 -371076218
8 -389217858 113571836
5 894330386 -97807677
7 153073082 6037673
7 -831891052 -434672888
7 714468324 37980249
3 101958376 722151815
3 -473884042 53811255
7 -26600419 619459519
3 -361479258 376963322
1 -81946090 486199805
2 -13784214 -810027339
8 208885733 790550911
6 19708042 -533259488
2 323501349 834812336
9 -490187127 -319132694
3 779417836 -518484337
3 125494390 -692573293
6 517575932 895215434
0 -240605828 105373103
3 -438867757 827707927
2 -860323019 -230824349
7 -215181542 394359553
1 -138215881 790476142
1 287328039 89095270
4 541549234 -792623856
4 329278028 648231841
1 -229165913 -855759061
2 954508787 888229157
4 389604275 -371938514
2 537981006 -264611821
3 -204843044 -946121635
2 -242246327 104224797
2 963556852 726498515
0 -835353495 882960562
9 399895613 -156512490
3 823199699 -293542153
3 114544632 625690344
1 -588640778 434252611
0 121477768 613174122
0 988917250 537045158
1 353668645 -579110817
5 626742990 108046769
0 -973338884 788396764
8 -954476620 87704620
8 -524285968 226402631
1 -491931401 -647880103
7 573233803 252047026
8 -67260030 826761392
6 813279495 -771124225
4 263580158 291542635
1 -625812739 -133533834
1 396524382 -149953740
7 390583166 476401050
4 -467772643 -397989262
1 -579334977 -578438702
3 -974004709 -345869716
4 440770097 -974553734
9 -50351725 779582234
5 24785883 -587629089
2 78007476 -140616217
3 985419793 728514099
9 996863323 972421540
9 -301399171 659889220
1 217940519 257029286
3 919797245 -638904815
4 -147434729 -244817831
0 258749628 -422873406
2 468498170 55714349
0 133056365 -38324918
6 -433414322 -942585850
5 -195751787 -137741805
9 -150275174 154450541
7 -136736674 -900148758
9 -475506312 744210861
7 -756354620 -317291707
8 -573369334 -540295518
7 725692837 168971655
0 -531403127 57662123
0 425445688 609953517
6 -508869808 116517793
8 -592754438 -942848489
9 -209733281 -262419078
5 -200851503 966500075
7 -949202323 537113919
0 825062587 372688781
5 253688018 -955721199
4 -477404091 614751606
2 613566311 819057529
9 893944535 479337378
2 -477631186 732456205
3 -626143815 837902609
9 734751405 890687055
8 200146914 190532621
8 749544157 -221106127
9 668797725 -11518362
5 433889487 793330869
7 52956550 39607878
2 656567834 -16484652
4 -82301229 740405932
4 -202783122 767649365
2 -948512492 699975202
1 558676233 -466154612
9 652817885 -787685157
7 996774055 -718128439
1 518758533 131263194
7 228012246 -927696705
5 -278263923 -504502648
5 -675760596 -666394042
2 -183267452 -936847650
6 -626247855 674813614
5 850674786 84418344
5 -474875554 761105253
7 -137859461 337367123
5 -299320854 810174000
5 -241951918 191550935
6 466800992 942320205
4 87505826 971098659
8 -9122878 -149689589
0 -261059732 577762695
4 944926270 629500593
0 270999223 -743883074
3 104274097 -630604274
9 -26280534 241839448
1 725260981 906544595
5 -186255853 -573202697
4 815833874 406036261
0 249804208 -779019538
3 944693465 430765011
2 -897151878 969394434
7 -700734678 -647112635
5 834673104 -501059014
3 2362973 999689831
6 687890657 -248910478
0 641487344 607404334
3 129660009 574279689
6 -880589648 -743329188
5 263016888 242417361
2 462377748 -159757195
5 372544694 913343743
8 -317452474 -673224889
6 699515 534281542
1 308219067 -168228785
0 575354618 -70577103
5 -197450033 896226753
2 125217522 -670155202
7 -589624203 -129863337
8 762578175 -988654436
5 -271363849 -137674277
4 962489846 347304859
6 -460387293 -344550806
5 16892480 751147562
4 53496750 954294795
7 260244875 34745058
4 931572170 -194974543
0 -39776159 680071632
6 173278984 777787207
2 756263619 -7482356
9 110764577 279433988
5 588302504 460789687
6 409008091 782952740
9 -113825808 -806417181
5 -761048507 -426628462
0 420930660 -476270136
6 -644447108 845225350
3 755449769 727289657
1 672049505 -941558671
5 244577396 252381285
0 -315852932 640942195
4 -102151670 286358065
2 -671334360 250063096
8 -798258093 -596242108
7 904313998 86264480
4 -212598025 376823909
2 -344928079 -899251359
0 -594363572 -449931039
7 52657102 330165486
2 715125787 -295528794
0 119388989 -960981734
9 -425906983 -526594118
9 925998807 -953331651
4 357285878 -420702963
3 505514320 523700861
1 -79170066 758293803
6 413551341 894731980
0 414778464 570039415
1 -721595267 -113794902
5 -459355346 588571750
1 -202320998 69689056
1 -549205469 40210472
0 878368314 429320340
7 568624 -898794975
3 792661048 673572111
8 -715119301 -692913818
7 -751976076 -598222754
7 849391051 505215811
6 949290268 -957071258
0 -581789287 -95558869
9 -824721608 -309054952
4 6522100 93217337
5 489588636 627997550
4 377698131 -728764300
6 11886865 -209205877
6 -738936929 -248821344
3 279362337 -448914872
0 617516162 -806083152
9 855237889 64892364
3 -18070206 -446455570
6 835040757 -211292675
1 503235237 -398506788
1 804892437 833698281
8 209343342 243858283
0 705883113 -370786586
6 103610078 75200839
9 -931504939 -220246966
5 754136753 241994781
5 -868319977 507185975
7 666029668 83849479
8 -986943385 889949808
9 -901885937 -614543220
8 901965751 -908005455
6 -815231453 287836596
6 -269740461 -811035891
7 601632248 -656663543
1 949181054 -129186172
2 -507045755 192779163
1 -903561153 45570431
0 87256218 487297074
2 114264252 -816314183
1 -207516482 -775092152
0 67023356 -381279432
2 -614936000 -96424563
7 -781192580 12851436
3 230874089 -272857682
9 463407250 -539707825
9 232788697 342317409
6 -754199085 -2260208
4 -911038289 478170197
9 -829933484 -87819484
3 -279891357 -570765305
3 -807656491 120615846
6 -100126676 -969998197
0 79783730 908957994
1 -8398934 984459498
4 358845474 -557286933
5 349161775 -233169436
2 457363671 764739677
0 -233462799 -873599202
8 -600048248 -726497100
2 -938208356 996467173
6 -552115073 420310274
9 521289641 319585813
4 -252451348 793859982
8 540922648 582362531
1 -150234903 -131710990
2 710496006 -854649467
0 593138376 142743588
3 -988168325 -107028318
6 -227448040 190289538
1 -378026590 355049089
5 -344100915 -887885471
6 -18486293 -678973557
8 -351126509 -288274054
8 409236839 -388975718
6 -560178589 -421167823
8 896685452 -527081501
9 -465321899 272043263
6 349115648 -998768546
4 998292437 -999183997
0 -599218210 792484470
0 528207068 -228002968
3 691196211 -988485123
8 -415674335 -96145981
1 830259542 -267544949
7 -662065943 602342665
7 27551143 137603494
9 605754126 -250072557
2 -668618842 -19066492
9 958153597 783934320
4 103459359 -5953615
9 -493242738 -681626877
5 -422824374 -510294188
6 565485902 -169631368
2 199408106 -760351014
6 -185368396 930917863
2 480929108 -72209290
7 863139554 759016260
1 904655885 -699337746
8 -260929533 935494542
2 451154729 -292871820
4 -933737091 698121798
7 857086642 474925415
6 465377747 -509692793
2 232249709 -411407708
0 -856103896 -910130700
2 -329186633 739951369
9 -880774494 -782755019
6 -354519619 -317856245
7 -113315618 -111787693
3 665953701 170292908
3 498845156 -786447555
2 -885775252 -991988311
3 -951890557 476477395
7 220653714 -845794837
5 -900524058 591393286
6 357324562 -950174898
2 80371687 -465773215
5 761656524 -773625943
6 -229487668 208587952
5 952896214 -241800371
3 -525092633 -357072296
1 -895284205 -272452483
8 -363457748 722081803
8 -285272524 -780924692
1 -950930812 184091441
7 -385252588 386381976
2 -439038544 -815619700
5 -293771875 -233472233
6 -909476897 341671630
2 907837565 -766606967
2 814961000 178867033
5 274005468 49901126
0 674061164 544645488
3 791996080 -204002207
9 259949814 526847003
8 623716749 6675252
2 -878801772 340876760
2 -687080956 792002517
4 -307681097 652795992
3 -179787452 -962715914
5 -228246869 -764125572
2 605529508 -980450252
2 -155045117 -102878195
0 -979912533 -435592869
1 740965737 519377412
8 -636954497 409111300
3 586402806 16012871
4 -958133273 742981297
7 -45087761 -311240041
3 -424658085 640078186
0 -172792600 479693718
1 -542460461 -102485749
8 -260200455 -399184890
0 36777722 -771701879
2 370549703 246984245
3 943101389 -108229028
6 -893521949 -70481584
9 368140986 478917746
7 -256888604 -154766482
6 -746125439 504038752
4 -662588980 -537799175
3 876236785 167272220
3 12653129 -808651569
8 -115694739 -655229214
7 -531271194 348934707
0 733190110 665937215
4 -760825938 802560129
9 -910265135 -94555758
0 42859662 356425218
7 170741229 -803260443
3 -326007441 -208772116
9 -520932531 -874362600
0 -571528403 -651677662
4 292981629 -328559536
5 436120447 -157905270
0 723535950 -430312924
1 63512009 684630478
6 738234364 4762720
0 -70098978 675803547
9 -815507458 -576330959
9 -57934912 -106294952
3 -670648108 467101495
9 306043539 -839938825
9 471341185 380317077
1 -238518010 578996717
4 -232077963 -673785051
7 -192635837 837893227
2 -497487796 594253599
6 417722098 486652049
6 190115866 57924714
3 -98755619 -580175381
4 -247074545 -243226591
2 18314808 -90597182
7 -49487093 946240760
0 -640654469 31394805
7 -841295749 -242200573
0 222018546 -139344756
4 196204351 463418404
8 389197426 -423123896
6 618449849 -422852688
3 768014610 441476274
6 -145578250 -136956129
6 863540768 -574570748
0 959703056 219700136
3 -807370800 -684082485
4 -369041400 938772016
2 901898990 -642253577
4 224741815 441423391
9 267554447 -197208671
8 -965170646 -387739604
6 847707316 -31028245
8 155068421 -279927952
6 -195318470 85156843
0 -326979935 -29489570
0 -787347905 -374837776
7 -547441537 493355310
1 74708276 597234557
0 575425715 719771587
0 13243404 -811660822
6 -356644663 -260200982
8 -525658787 102531651
5 76140416 -604582699
7 -212685460 -836312690
5 -459988735 502627136
8 -649751782 641873809
0 -356852664 637712298
7 567333668 -809593008
9 618306636 -678004525
5 112017167 644403682
8 -655128670 -326029070
6 707969696 -690270488
7 -12213216 -609276502
0 -326383848 597193992
6 639910225 542799400
9 -764050749 594751593
4 -642449457 -412907543
3 -898393799 -715497508
5 31275622 618249567
2 -388828461 -353052066
9 30063644 495704053
9 -586302304 -669274593
0 820191662 -13107665
4 315607910 585765690
7 264793882 7646159
3 -904342392 354660272
9 427360334 -527938732
2 -240364466 -206806511
2 88244074 671481695
6 243972948 -273348756
8 361910108 -916488725
0 -482571459 -231078140
1 999282970 746421287
9 525445009 -32387080
5 550430365 538705924
4 592661130 -320825397
6 -91016294 -77767111
9 483297595 -103263953
2 -328745117 -223173440
0 779770948 -788220340
3 -567230785 318425703
2 -971979682 -610121330
9 -317138373 6836558
8 68989946 383497251
6 712455369 36071137
1 558657394 -436646046
2 372478105 528486598
2 -536421537 683756395
5 -256959341 -478865747
2 928936684 -378579295
1 -281252018 786798003
4 538423 -382498874
5 607159507 -16840356
3 -43958463 -583129677
4 840361284 -99162563
7 -305429655 -348545676
8 -669156963 -272004201
3 -465328524 980880754
3 9320802 136511070
8 -533394566 -157625039
6 974252337 -44183736
4 -392483289 640610923
6 -110152289 -252869230
5 20756919 -903237331
4 -413682332 548896758
4 585228886 804544814
7 -742453571 -25336010
6 383419925 -843324009
5 221661529 -616095936
6 -211995830 -723857765
1 539694989 -978804973
7 -733139664 580221331
9 828235278 -276308787
7 -244056203 -175997334
5 195486936 662996732
8 971512221 229822834
5 712299794 659907863
8 171310929 641207072
1 556633436 -581480066
5 412531636 499515659
3 -846661581 83638886
0 -666617770 -169014826
8 645005723 706610482
6 -104316621 -994016703
6 378670717 633220870
9 -643316227 635898407
7 -935381124 820475933
3 -61336309 878674501
2 -643211094 381978551
1 -801326464 774310457
4 269675315 -281132360
2 649280325 618021156
8 -104029115 -94004191
5 216528732 883739645
6 989223379 218301681
4 -283379916 807741916
7 -484952683 37326260
0 535301718 74291416
5 -830802242 -112918224
2 -314097088 -570861362
0 -347910786 -459185641
3 -862973012 263453969
3 -211619831 -352089773
1 -140566186 -835840038
4 808636009 564483465
7 498167874 732970293
7 350014866 480432616
5 456458115 -143058901
1 -92833407 -577101237
8 -685425197 -304988990
8 150893676 -679698368
3 -501451279 389119021
6 -524967238 -422966068
5 984122155 696283263
3 -874843254 -438521553
0 -166303865 752866589
9 -311511237 965885937
3 -329457679 415987040
0 276045815 -856555090
0 -36316776 992018811
8 -405098071 819698241
1 681185491 561451368
8 837945013 209077131
9 -42049926 -888084703
8 224905585 842479749
8 -673281342 -176956671
0 676491464 -737237300
6 193834757 -320256985
7 339546800 -472007484
3 -628469939 830738864
1 -970862351 -931502497
5 -774078463 323980988
8 -915043065 -651250688
7 -136051950 -88628277
9 45185326 763032616
1 330924008 262927568
3 -186331041 762355558
8 476603627 -466288588
0 52192259 225118191
9 -401823136 -764447714
0 12141222 -37921616
3 26154324 -471232980
7 -251434626 685288131
3 804091171 991367572
2 -213433700 393486515
4 686476458 -838859203
0 -780283459 -34440971
3 466271734 161627767
4 -3689900 -95080347
1 -469674610 -57424635
8 564465213 -737651057
0 237206102 -148124443
7 429511380 -223828670
9 -112131823 703836611
9 806652706 -851840488
3 -180908928 808134287
9 -572974891 -145651027
7 193253983 -81326356
4 71902273 -472464993
5 -252824381 -135830983
6 -876402498 -20670298
7 344514396 -53949920
9 994264163 686970992
9 -912802471 149306154
3 708536458 -906064643
4 -344150121 -711786306
7 -706615116 84712372
8 307700517 808251450
6 -546354607 389166414
5 79296675 799901929
1 258761892 -231153821
7 -889780042 332339181
4 762380692 -805392970
9 -726040176 412654283
2 -863315085 -198840363
2 -601847346 928322561
9 -334810344 533668531
9 -558865522 636705670
0 990923605 -187531321
4 -919461891 -107993447
6 832830992 784501692
4 -907452441 488177303
4 843670217 -879238721
5 -563333513 -410437226
9 189483777 435707670
2 483043985 -428518247
9 985306570 -488655150
7 -47518487 -425984263
3 -928750911 659558703
1 -36028553 -518286252
1 681829985 290430963
0 -551950905 654672725
1 624559497 816113886
3 -647571065 88816000
2 -719852476 -10737415
0 -143723964 517297497
0 -535599631 927347424
8 -235320057 -236278047
3 -916475786 -21611120
1 138844852 658619462
4 213747760 -798817431
4 -419789158 -222665304
8 -508281626 568091790
4 720035324 -979542751
0 218655669 -756830784
9 -615312127 -553904373
1 574721517 918553869
4 -223760997 -527236163
2 566871523 -595187485
4 -806997751 -724563143
9 -618267782 -702267172
7 737771700 -91088675
4 -584706028 197879614
7 144590768 684292776
1 237893606 358884077
5 -465983366 136037648
8 -700006823 561764707
6 783744456 539589688
2 459883160 -498985247
1 360119625 -381146615
4 608543386 -244854608
7 786614890 171701393
2 -971348598 -535756920
0 -519492902 38496418
8 -315401475 277747853
5 192143033 987939093
1 -175143194 -57207289
6 900597347 43823642
3 -345203492 556443322
9 28968422 897259963
5 983246993 -385168320
3 -370798250 564863606
5 -718116694 -12837313
6 -102422006 -200818513
8 -972923375 -905587503
7 -695200901 -999283711
9 723309406 -144306014
7 298773558 -19737185
1 975339457 -367294499
3 -935286934 29297308
8 249970128 -507321233
7 489610542 -657569427
4 565005748 950503919
4 79533906 -379551724
6 109455514 -365242960
5 -108784507 891207438
1 -891748 829262658
7 300369590 -787757549
0 346537561 -322938113
7 88212953 -364339306
7 -934429473 135693428
4 59651181 185823664
9 -249282531 461149374
1 140041491 967215586
5 908895808 371319721
6 942073236 -908141799
9 909801333 -216429780
0 -598872653 298835392
1 -265066612 249011094
2 936285906 477261374
3 -331187766 -396965839
7 -407257338 -240763350
8 -829391300 -929576542
7 -593691765 -74135934
4 733987283 -896997484
0 -686657569 -605876883
7 -468664141 -343296867
0 21293316 365087887
5 427788521 649218711
8 -107936471 741382913
8 -151878905 -32771821
4 -757370206 707444193
9 914743456 -978463505
4 436032622 -838963448
5 -768186831 616115562
7 50061432 -443284402
4 -349216231 953038452
7 837421956 1374364
0 669053625 558138187
7 236309572 -560433254
2 635088522 932784254
9 -308380800 565425041
0 -935969528 157172148
5 -477027509 -506567033
5 -873124218 280174008
7 601098877 450153488
7 -553865950 -418971843
3 668722739 70000686
8 -561815129 339336934
8 -998095122 -260661647
5 -884003398 746639667
0 -340807067 716429599
2 -801584635 181634123
6 600307942 -191992449
4 939834371 293866683
7 932728911 289710916
8 884107717 -86158697
1 -927888166 -362921409
0 961048348 -989406988
2 696436975 -248917764
5 -921447614 -647857964
7 -755180220 -25638495
5 325113732 217309549
2 190234372 606533900
7 394733133 -471187907
9 614457255 124828341
4 -742210990 679987570
2 -634976135 -344185307
3 178439430 -320406194
3 687552211 967001502
4 527818232 -570461204
8 885964934 -448239067
7 -441339747 -129934878
3 887486113 -7807799
7 31500490 -548917345
6 -703393543 -322918774
9 392958076 -274596843
7 83242814 -199027504
8 608793208 -636472016
4 -664424488 -223180271
5 -742032289 985521967
4 749918691 426603421
7 -670640405 -182367674
6 -465614360 -127797395
9 342603652 948340219
8 -533283652 431967216
3 -239701011 -896890559
8 -895535684 943267399
3 919584326 421542834
3 -558127750 -78185326
8 -798538021 784484237
8 862919501 -374924125
2 -954694760 -914512609
9 164444249 -468730116
0 114674044 -812918190
7 622019440 -631326895
8 -687515286 -360894367
0 56737794 472795409
5 -663267693 472888557
5 -122807932 373120381
3 -716912628 708181462
9 597451724 588927780
8 692689337 273524605
5 554247714 583809718
7 -6254523 -937412130
2 -94806119 256455074
6 623833784 -109742478
7 -531056536 611677396
7 465525538 -146394767
5 463073791 -19476203
5 717296664 927979671
2 -377466643 433777488
8 -383546409 734673680
0 486662361 369711187
7 908448411 -45661743
3 -968396526 709537655
7 739066925 -549624382
8 -374825072 -846663936
5 -23051090 -655022573
7 -884389240 -533613174
6 -824494993 -377083446
3 405796908 317571313
5 731101293 364321088
5 -693888882 619102820
8 -262786134 359054911
2 263911213 965941528
5 -446305294 -65619731
